"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-06","0.00","86","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-09","0.12","86",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-10","0.00","87","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-11","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-12","0.00","85","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-13",,"87","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-15","0.04","85","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-16","0.00","87","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-17",,"82","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-18",,"87","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-19","0.00","84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-20","0.00","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-21","0.00","84","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-22","0.00","85",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-23","0.04","83","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-24","0.00","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-25","0.00","84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-26","0.00","84","90","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-27","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-28","0.20","83","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-29","0.04","83","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-30","0.39","86",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-05-31","0.94","81","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-01","0.08","81","84",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-02","0.02","83","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-03","0.28","86",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-05","0.31","85","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-06","0.00","86","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-07","0.00","84","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-09","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-10","0.00","81","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-11","2.36","77","81","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-17","0.00","86","95","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-18","0.00","86","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-19","0.00","84","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-20","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-22","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-23","0.00","85",,"72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-26","0.00","85","93","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-27","0.00","85","93","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-06-29","0.00","84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-01",,"82","86","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-02","0.00","86",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-06","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-10","0.00","84",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-13","0.00","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-15","0.00","84","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-16","0.00","85",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-18","0.00","85","93","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-19","0.00","85","91","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-20","0.51","81","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-21","0.00","82","90","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-22","0.00","83","90","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-23","0.00","83","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-24","0.00","81","88","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-25","0.00","83","91","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-26","0.00","84","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-27","0.00","84","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-28","0.00","84","90","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-29","0.00","85","91","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-07-30","0.00","84","91","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-01","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-03","0.00","81","84",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-04","0.00","82","90","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-05","0.16","83","91","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-06","0.00","81","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-08","0.00","82","91","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-09","1.50","83","91","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-10","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-16","0.00","83","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-17","0.00","83",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-18","0.00","84","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-20","0.00","85","91","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-23","0.00","84","90","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-24","0.00","84","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-25","0.00","86","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-26","0.00","84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-28","0.00","84","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-29","0.24","84","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-30","0.00","86","91","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-08-31","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-01","0.00","84","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-02","0.00","86","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-03","0.00","86","95","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-04","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-05","0.00","86","93","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-06","0.47","83","88","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-07","0.00","84","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-08","0.24","81","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-09","0.16","85",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-10","0.39","84","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-11","0.00","86",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-12","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-13","0.39","86","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-14","0.00","86","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-15","0.00","85","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-16","0.00","86","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-17","0.00","85","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-18",,"86","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-19","0.00","86","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-20","0.00","86",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-21","0.00","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-23","0.12","85","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-24","0.00","86","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-25","0.79","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-26","0.00","83","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-27","0.00","83","97","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-28","0.00","84","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-29","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-09-30","0.20","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-01","0.00","84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-03","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-04","0.00","83","88","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-05","3.54","81","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-06","0.35","82","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-07","0.01","85","102","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-09","0.00","87",,"57"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-11","0.00","86","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-12","0.00","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-17","0.00","86","93","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-18","0.00","86","95","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-19","0.00","87","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-20","0.00","87","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-21","14.57","83","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-22","12.99","83","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-23","0.02","82","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-24","0.28","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-25","0.00","87","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-26","0.00","88",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-27","0.04","87","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-28","0.00","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-29","0.87","86","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-30","0.00","90",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-10-31","0.04","84",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-01","0.94","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-02","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-03","0.00","83","91","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-04","0.43","83","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-05","0.43","83",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-06","0.47","86",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-07","0.00","86","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-08","0.00","86","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-09","0.00","83","93","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-10","0.08","85","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-11","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-12","0.55","82","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-13","0.00","87","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-14","0.35","83","100","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-15","0.00","85","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-16","0.00","85",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-17","0.02","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-18","0.00","84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-19","0.00","86","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-20","0.00","87","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-21","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-22","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-23","0.00","86","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-24","0.16","83","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-25","0.00","87","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-26","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-27","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-28","0.00","81","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-29","0.08","81","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-11-30","0.00","83","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-01","0.04","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-02","0.04","83","88","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-03","0.00","81","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-04","0.63","82","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-05","0.04","79","86",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-06","0.12","82","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-07","0.00","79","82","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-08","0.51","82","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-09","0.08","82","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-10","0.12","83","88","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-11","0.00","85","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-12","0.00","83","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-13","0.00","83","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-14","3.54","78","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-15","5.12","81","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-16","0.00","85",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-17","0.00","82","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-18","0.00","81","84","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-19","0.08","81","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-20","0.00","86","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-21","2.76","83","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-22","0.00","84","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-24","0.00","82","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-25","0.08","80","84","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-26","0.43","79","82","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-27","0.59","82",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-28","0.00","85","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1979-12-30","0.00","81",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-02","0.51","81","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-03","0.79","80","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-04","2.17","82","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-05","2.36","81","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-06","0.00","83","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-07","0.08","80","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-08","0.08","80","84",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-09","0.67","82",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-10","2.76","81","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-11","0.43","80","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-12","1.57","78","82","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-13","2.36","82","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-14","1.10","83","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-15","0.35","83","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-16","0.98","82","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-17","1.14","76","84",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-18","2.13","81","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-19","3.15","80","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-20","0.04","80","84","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-21","0.47","81","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-22","1.22","78","84","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-23","0.59","81","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-24","0.39","83","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-25","0.00","82","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-26","0.08","81","82","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-27","0.16","83","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-28","0.00","84","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-29","0.00","86","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-30","0.00","81","86","54"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-01-31","0.04","79","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-01","0.16","83","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-02","0.00","84","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-03","0.00","82","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-04","0.00","84","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-05",,"82","86",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-06","0.24","83","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-07","0.12","82",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-08","0.00","83","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-09","1.10","78","84","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-10","1.38","83","84","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-11","1.89","81","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-12","0.28","80","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-13","0.51","82","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-14","3.15","82","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-15","1.02","81","86","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-16","1.06","78","82","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-17","2.76","82",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-18","0.02","80","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-19","0.20","83","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-21","0.00","83","84","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-22","0.00","83","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-23","0.79","79","82","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-24","0.79","82","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-25","0.20","81","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-26","1.10","83","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-27","0.00","84","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-02-28","2.01","80","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-01","0.00","85",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-02","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-03","0.00","85","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-04","0.00","83","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-05","0.00","85","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-06","0.00","84",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-07","0.35","84","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-08","0.00","84","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-09","0.00","86","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-10","0.16","85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-11","0.00","83","88","70"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-12","0.00","82",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-13","0.00","83","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-14","0.02","82","86","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-15","0.00","82","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-16","0.04","84",,"73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-17","0.00","80","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-18","0.28","81","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-19","0.02","83","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-20","0.02","83","90","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-21","0.00","84","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-22","0.00","85","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-23","0.00","86","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-24","0.12","83","88","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-25","0.00","85","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-26","0.00","85","90","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-27","0.04","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-28","0.00","86","91","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-29","0.35","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-30","0.00","85","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-03-31","0.00","83","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-01","0.00","86","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-02","0.00","86","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-03","0.00","86","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-05","0.00","85",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-06","0.00","86","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-08","0.00","85","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-09","0.00","86","90","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-10","0.00","87","93","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-11",,"85","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-12",,"85","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-13","0.12","83","88","72"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-14","0.00","88","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-15","0.00","84","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-16","0.39","82","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-17","0.00","86",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-18","0.00","82","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-19","0.01","85","88","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","1980-04-21","0.00","85","91","77"
